"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Moussa Ali, Samir";"Comores / France";"GK";"-";"0";"0";"0";"0";"19.05.2005";"-";"2000138298";"-1"
"Dianoux, Timéo";"France";"D LC";"FCSM";"0";"0";"60";"64260";"08.06.2009";"30.06.2028";"2000496021";"2009"
"Borel-Klobcar, Sasha";"France";"D/WB L";"FCSM";"0";"0";"60";"45810";"01.08.2009";"30.06.2029";"2000496329";"2009"
"Graßl, Sebastian";"Allemagne";"D/WB RL, M R";"Manching";"0";"0";"0";"0";"06.07.1995";"-";"91180746";"91156897"
"Huot, Alexandre";"France";"D/WB RL";"Dinan Léhon FC";"0";"0";"300";"16270";"05.03.1993";"30.06.2026";"85045658";"34003166"
"Rahr, Calvin";"Allemagne";"D C";"FC St. Pauli";"0";"0";"660";"71180";"08.11.2007";"30.06.2027";"2000422871";"946"
"Bottacin, Enrico";"Italie";"D/WB L";"Udinese";"0";"0";"260";"360390";"05.11.2008";"30.06.2028";"2000509578";"1178"
"D'Anna, Francesco";"Italie";"M C";"Vigor Lamezia";"0";"0";"370";"21990";"12.08.2005";"30.06.2026";"2000107123";"832163"
"Vaccaril, Dorian";"France";"ST";"-";"0";"0";"0";"0";"10.07.2005";"-";"2000195914";"-1"
"Fernando, Josué";"France / Angola";"AM RL, ST";"-";"0";"0";"0";"0";"02.04.2007";"-";"2000269020";"-1"
"Potiron, Aymeric";"France";"GK";"Châteauroux";"0";"0";"290";"20530";"18.04.2005";"30.06.2026";"2000212952";"855"
"Dixon, Danny";"Angleterre";"GK";"Bournemouth";"0";"0";"350";"448680";"01.12.2008";"30.06.2027";"2000476629";"600"
"Jurisch, Max";"Allemagne";"D R";"Babelsberg";"0";"0";"280";"17590";"06.07.2007";"30.06.2026";"2000390843";"121188"
"Zamagni, Thomas";"Italie";"D LC";"-";"0";"0";"0";"0";"01.01.2006";"-";"2000244538";"-1"
"Vött, Johannes";"Allemagne";"D/WB L, DM";"Eintracht Frankfurt";"0";"0";"650";"181950";"22.01.2008";"30.06.2027";"2000425821";"912"
"Rahmaoui, Yazid";"France / Maroc";"AM C";"-";"0";"0";"0";"0";"14.04.2007";"-";"2000417959";"-1"
"Sofikitis, Yanis";"France / Algérie";"D C, DM";"OGC Nice";"0";"0";"650";"452720";"03.02.2007";"30.06.2026";"2000290577";"862"
"Bohui, Isaïah";"France / Côte d'Ivoire";"D/WB R";"Paris FC";"0";"0";"90";"384950";"17.03.2008";"30.06.2027";"2000497597";"867"
"Doubal, Anis";"France / Tunisie / Algérie";"D/WB L";"Olympique de Marseille";"0";"0";"650";"60650";"29.10.2006";"30.06.2028";"2000292785";"866"
"Caroff, Joan";"France";"GK";"Brest";"0";"0";"70";"181850";"26.08.2008";"30.06.2028";"2000406733";"2061"
"Mora, Alejandro";"Espagne";"AM C";"-";"0";"0";"0";"0";"01.07.1995";"-";"67282310";"-1"
"Chata";"Espagne";"AM C";"Real Hispalis";"0";"0";"310";"18720";"31.12.2003";"30.06.2026";"2000457940";"1733"
"Russo, Lorenzo";"Italie";"DM, AM C";"Guidonia Montecelio";"0";"0";"590";"45910";"19.04.2005";"30.06.2026";"2000125378";"2000384267"
"Dramé, Soufiane";"France";"D C";"-";"0";"0";"0";"0";"27.02.1996";"-";"25053062";"-1"
"Pezzi, Alessandro";"Italie";"DM";"Cesena FC";"0";"0";"220";"156390";"28.02.2008";"30.06.2027";"2000374374";"1120"
"Abdellaoui, Amine";"France";"D LC, DM, M LC";"Havre Caucriauville SF";"0";"0";"320";"57940";"17.09.1995";"30.06.2026";"2000192552";"49033829"
"Lebon, Ilyes";"France";"DM";"FC Fleury 91";"0";"0";"590";"10140";"27.06.2005";"30.06.2026";"2000531557";"50039209"
"Hekmat, Kian";"Iran / Allemagne";"M C";"Fortuna Köln";"0";"0";"1170";"130520";"20.01.2006";"30.06.2027";"2000263481";"922"
"Handanovic, Noah";"Allemagne";"GK";"Eilendorf";"0";"0";"0";"0";"16.02.2008";"-";"2000392362";"35130699"
"Camara, El Hadj";"France";"GK";"Paris FC";"0";"0";"70";"197490";"21.08.2008";"30.06.2028";"2000497577";"867"
"Spellman, Michael";"Angleterre";"AM RL, ST";"Newport";"0";"0";"870";"200910";"21.09.2002";"30.06.2026";"2000167460";"581"
"Konan, Demoye Arthur";"Suède / Côte d'Ivoire";"AM L";"Venezia";"0";"0";"220";"47320";"11.04.2007";"30.06.2026";"2000447620";"1179"
"Mailhol, Luca";"France";"DM";"Toulouse FC";"0";"0";"650";"40300";"19.01.2006";"30.06.2027";"2000188560";"886"
"Bakhouche, Gaëtan";"France";"D C";"Toulouse FC";"0";"0";"650";"55040";"14.02.2005";"30.06.2028";"2000187495";"886"
"Le Callet, Tiago";"France";"D C";"USL Dunkerque";"0";"0";"100";"202700";"07.06.2007";"30.06.2026";"2000336479";"2072"
"Agada, Charles";"Nigeria";"ST";"Istra 1961";"0";"0";"150";"61500";"03.09.2006";"30.06.2028";"2000337359";"662735"
"Themis, Louis";"France";"ST";"Troyes";"0";"0";"80";"168420";"17.01.2008";"30.06.2027";"2000393706";"1971"
"Dimata-Gomis, Kamron";"France";"ST";"AS Monaco";"0";"0";"90";"147360";"04.05.2008";"30.06.2027";"2000406232";"826"
"Grini, Ilyes";"Algérie / France";"AM C";"RC Lens";"0";"0";"70";"694520";"02.08.2009";"30.06.2029";"2000484080";"871"
"Jericho, Aidan";"Allemagne / Ghana";"GK";"Borussia M'gladbach";"0";"0";"60";"60650";"24.01.2008";"30.06.2026";"2000375621";"908"
"Hoskins, Sam";"Angleterre";"D/WB R, AM RLC, F C";"Northampton";"0";"0";"4640";"428410";"04.02.1993";"30.06.2026";"28046568";"689"
"Castera, Anthony";"France";"ST";"Angoulême Charente FC";"0";"0";"440";"29910";"10.08.1995";"30.06.2026";"48041460";"2037"
"Lumage, Junior";"Haïti";"DM";"Arcahaie";"0";"0";"190";"36710";"02.08.1999";"31.12.2027";"2000063007";"82081498"
"Gibbard, Joe";"Irlande / Angleterre";"DM";"Crystal Palace";"0";"0";"870";"46150";"27.09.2005";"30.06.2026";"2000216080";"642"
"Zao Hamada, Killian";"France / Comores";"D C";"SC Aubagne Air Bel";"0";"0";"460";"21110";"29.10.2005";"30.06.2026";"2000531474";"2000475359"
"Mahari, Efdon";"Suède / Éthiopie";"DM";"Reims";"0";"0";"480";"34690";"12.04.2006";"30.06.2026";"2000170194";"2047"
"Diaby, Salim";"France";"D/WB R, AM R, ST";"FC Dieppe";"0";"0";"230";"26920";"25.04.2001";"30.06.2026";"2000200697";"1958"
"Maréchal, Thibault";"France";"AM C";"Valenciennes";"0";"0";"190";"2930";"28.02.2002";"30.06.2026";"2000025522";"888"
"Spalt, Yanik";"Autriche";"DM";"VfB Stuttgart";"0";"0";"1390";"25350";"03.09.2007";"30.06.2026";"2000251660";"960"
"Taieb, Chad";"Israël / France";"DM";"Genoa";"0";"0";"260";"36540";"06.04.2007";"30.06.2026";"2000456988";"1132"
"Borger, Niklas";"Allemagne";"D C, DM";"Aschaffenburg";"0";"0";"860";"49350";"07.05.2002";"30.06.2026";"2000114137";"3605862"
"Baudouin, Noah";"France";"D RC";"-";"0";"0";"0";"0";"06.03.2004";"-";"2000123487";"-1"
"Moore, Deon";"Guyana / Angleterre";"AM RL, ST";"Maidstone Utd";"15";"5";"840";"35630";"14.05.1999";"30.06.2026";"29161554";"8325049"
"Alimov, Witalij";"Allemagne";"D R";"-";"0";"0";"0";"0";"28.01.2006";"-";"2000258036";"-1"
"Benz, Leo";"Allemagne";"D/WB/M R";"Zimmern";"0";"0";"0";"0";"18.04.1999";"-";"2000114457";"91175437"
"Karsenti, Owen";"France";"AM RL";"Amiens SC";"0";"0";"100";"22860";"13.02.2007";"30.06.2026";"2000303624";"831"
"Hamelberg, Eric";"Portugal / Angleterre";"M C";"Middlesbrough";"0";"0";"930";"320160";"09.08.2007";"30.06.2028";"2000305588";"685"
"Kamissoko, Nouhoum";"Mali";"DM";"Olympique de Marseille";"0";"0";"650";"81700";"27.12.2004";"30.06.2026";"2000289434";"866"
"Serra, Nikola";"Allemagne";"D C, DM";"Drochtersen";"0";"0";"580";"25650";"05.01.1995";"30.06.2026";"91172228";"35024625"
"Golinelli, Emanuele";"Italie";"D C";"Sassuolo";"0";"0";"260";"32330";"31.01.2008";"30.06.2027";"2000372692";"3800256"
"Diop, Karim";"Italie / Sénégal";"D C";"Sampdoria";"0";"0";"220";"896220";"21.07.2009";"30.06.2029";"2000488625";"1167"
"Obin, Yohann";"Angleterre";"D C";"Man City";"0";"0";"350";"772750";"29.10.2008";"30.06.2029";"2000510837";"679"
"Gentner, Axel";"France";"GK";"Biesheim ASC";"0";"0";"160";"10560";"24.01.2003";"30.06.2026";"2000026086";"8162193"
"Parsons, Jacob";"Angleterre";"ST";"Brighton";"0";"0";"350";"685640";"10.05.2009";"30.06.2027";"2000475508";"618"
"Mundle, Rio";"Angleterre / Jamaïque / Saint-Kitts";"DM";"Norwich";"0";"0";"700";"445440";"24.10.2007";"30.06.2027";"2000383086";"691"
"Ekweribe, Kevin";"Allemagne / Nigeria";"ST";"1. FC Köln";"0";"0";"60";"62400";"11.01.2008";"30.06.2026";"2000375628";"916"
"Marwa, Bjørn";"Norvège / Angleterre";"AM LC";"Wolves";"0";"0";"350";"60800";"26.12.2007";"30.06.2026";"2000380591";"740"
"Hall, Marcell";"Angleterre / Jamaïque";"D L";"Fulham";"0";"0";"350";"72170";"03.07.2008";"30.06.2026";"2000516393";"654"
"Prenant-Caporossi, Valentin";"France";"AM L";"FC Borgo";"0";"0";"280";"14110";"23.02.2006";"30.06.2026";"2000397311";"2000204920"
"Alonso, Iván";"Espagne";"AM RL";"Vallecano";"0";"0";"1000";"34480";"15.03.2006";"30.06.2026";"2000396187";"1729"
"Tronchet, Nathan";"France";"D C, DM";"Blois Foot 41";"0";"0";"480";"160000";"22.06.2004";"30.06.2027";"2000212400";"8162152"
"Ebener, Alexandre";"France";"D C";"-";"0";"0";"0";"0";"14.02.2006";"-";"2000293431";"-1"
"Gazzaoui, Youssef";"France / Maroc";"DM";"Hyères 83 FC";"0";"0";"320";"40110";"24.06.1996";"30.06.2026";"48037252";"2000107798"
"Ousmane, Abdoulaye";"Mauritanie / France";"D C, DM";"Strasbourg";"1";"0";"650";"5570";"22.02.2000";"30.06.2026";"49047144";"872"
"Groß, Loris";"Allemagne";"DM";"Aalen";"0";"0";"0";"0";"04.06.2006";"-";"2000257821";"121219"
"De Battisti, Davide";"Italie";"D/M L";"Hellas Verona";"0";"0";"770";"343600";"21.03.2006";"30.06.2026";"2000205847";"2201"
"Okoduwa, Wesley";"Angleterre / Nigeria";"D/WB R";"Wolves";"0";"0";"870";"1820810";"12.05.2008";"30.06.2027";"2000380590";"740"
"Velasco, Marco";"Bolivie";"D/WB L";"Oriente Petrolero";"0";"0";"120";"17170";"24.07.2007";"31.12.2026";"2000521559";"120991"
"Hervouet, Vasco";"France";"AM C";"Angers SCO";"0";"0";"70";"532120";"13.01.2009";"30.06.2028";"2000513891";"875"
"Scheder, Patrick";"Allemagne";"D/WB R, DM, AM R, ST";"SpVgg Bayreuth";"0";"0";"1550";"55170";"13.07.2002";"30.06.2026";"2000045940";"880375"
"Alaa, Mohamed";"Égypte";"GK";"El Gouna";"0";"0";"830";"7440";"01.01.1999";"31.07.2027";"2000403538";"12009820"
"Doran, Farren";"Angleterre";"GK";"Spurs";"0";"0";"350";"289150";"13.10.2008";"30.06.2028";"2000485996";"728"
"Hospital, Giovanni";"France";"DM";"Entente Feignies Aulnoye";"0";"0";"310";"14040";"14.01.2000";"30.06.2026";"49047154";"50051200"
"Maréchal, Max";"France";"DM";"Strasbourg";"0";"0";"120";"499630";"11.05.2007";"30.06.2026";"2000289868";"872"
"Carlos García";"Espagne";"D RC, DM";"Welwyn Garden City";"0";"0";"0";"0";"19.04.1996";"-";"67228744";"8325164"
"Bayomog, Hugo";"France";"D/WB R";"LOSC";"0";"0";"90";"252620";"03.03.2008";"30.06.2027";"2000392658";"858"
"Kodane, Lionel";"Centrafrique / France";"AM L";"Paris FC";"0";"0";"70";"189670";"03.01.2009";"30.06.2028";"2000530115";"867"
"Domeracki, Alan";"Écosse / Pologne";"DM";"Norwich";"0";"0";"1040";"312330";"23.10.2006";"30.06.2027";"2000190631";"691"
"Escandre, Corentin";"France";"GK";"US Saint-Malo";"0";"0";"420";"18470";"17.04.1997";"30.06.2026";"48043983";"2051"
"Schnerring, Akim";"Allemagne";"AM RL, ST";"Sport-Club Freiburg";"0";"0";"650";"69420";"28.01.2008";"30.06.2027";"2000419808";"944"
"Monchatre, Enzo";"France";"ST";"Stade Briochin";"0";"0";"40";"15040";"02.02.2008";"30.06.2027";"2000512843";"878"
"Miley, Mason";"Angleterre";"DM";"Newcastle";"0";"0";"350";"1639470";"29.09.2008";"30.06.2028";"2000494899";"688"
"Reita, Francesco";"Italie";"AM R";"AC Monza";"0";"0";"220";"175730";"23.10.2008";"30.06.2028";"2000495935";"1149"
"Lyncee, Mathéo";"Guadeloupe / France";"AM R";"EA Guingamp";"0";"0";"80";"168420";"21.03.2008";"30.06.2027";"2000396098";"840"
"Keïta, Souleymane";"France / Mali";"AM L";"US Boulogne CO";"0";"0";"0";"0";"23.12.2005";"-";"2000476951";"2002"
"Bastaraud, Yanis";"France";"D/WB L";"Paris SG";"0";"0";"650";"105260";"04.08.2007";"30.06.2027";"2000295504";"868"
"Degrumelle, Matéo";"Tahiti / France";"D/WB/M R";"-";"9";"3";"0";"0";"22.08.2003";"-";"2000026495";"-1"
"Soumah, Malick";"France";"AM L, ST";"Strasbourg";"0";"0";"90";"81700";"22.04.2008";"30.06.2027";"2000396446";"872"
"Cissé, Arouna";"France / Mali";"AM L";"US Orléans";"0";"0";"140";"11490";"15.05.2006";"30.06.2026";"2000512526";"2075"
"Fresneau, Redha";"France / Algérie";"D R";"Vendée Herbiers Foot";"0";"0";"540";"30090";"21.09.1998";"30.06.2026";"49046063";"6201846"
"Letlat, Adam";"Algérie / Angleterre / Maroc";"D/WB RL";"West Brom";"0";"0";"350";"508080";"20.12.2007";"30.06.2026";"2000406768";"734"
"Ahmed, Kareem";"Angleterre / Égypte";"AM RLC, F C";"Liverpool";"0";"0";"1110";"174970";"17.02.2007";"22.07.2027";"2000276771";"676"
"Rongier, Matthieu";"France";"GK";"GFA Rumilly-Vallières";"0";"0";"330";"22430";"10.04.2002";"30.06.2026";"49063060";"50073364"
"Held, Aaron";"Allemagne";"GK";"Borussia Dortmund";"0";"0";"650";"86840";"27.09.2007";"30.06.2026";"2000259379";"907"
"Pennacchioni, Jacopo";"Italie";"GK";"Hellas Verona";"0";"0";"260";"63160";"29.02.2008";"30.06.2027";"2000459818";"2201"
"Djigla, David";"Bénin";"AM RL";"FC Chauray";"27";"4";"470";"86010";"23.08.1995";"30.06.2026";"13105530";"8438823"
"Cohade, Mathis";"France";"AM RL";"Clermont Foot";"0";"0";"0";"0";"14.05.2005";"-";"2000122015";"1992"
"Denner";"Brésil";"D/WB L";"COR";"0";"0";"120";"603320";"25.02.2008";"14.03.2027";"2000366429";"319"
"Spadoni, Arthur";"Italie";"ST";"U.S. Avellino 1912";"0";"0";"220";"153230";"25.06.2007";"30.06.2026";"2000295074";"1108"
"Richards, Amani";"Angleterre / Jamaïque";"AM RLC, F C";"Leicester";"0";"0";"1740";"1493150";"16.11.2004";"30.06.2027";"2000135732";"673"
"Barrett, Killian";"Irlande";"GK";"Barrow";"0";"0";"520";"296960";"15.03.2004";"30.06.2027";"2000384486";"607"
"Henot, Kaïs";"France";"ST";"Paris FC";"0";"0";"70";"397780";"16.02.2009";"30.06.2028";"2000530109";"867"
"Sálamo, Jorge";"Espagne";"D LC";"Vigo";"0";"0";"310";"153960";"29.08.2007";"30.06.2026";"2000327183";"1724"
"Siba, Stevan";"France / Guadeloupe";"D C, DM";"FC Lorient";"0";"0";"120";"266260";"31.12.2006";"30.06.2026";"2000290023";"2005"
"Reffas, Bilal";"France";"ST";"Dinan Léhon FC";"0";"0";"550";"21110";"17.08.1996";"30.06.2026";"2000242542";"34003166"
"Handžic, Haris";"Bosnie";"ST";"Civitanovese";"1";"0";"2970";"24630";"20.06.1990";"30.06.2026";"62026183";"831345"
"Iñigo, Gastón";"Argentine";"D RC";"Villarreal";"0";"0";"1090";"69470";"14.04.2004";"30.06.2026";"2000240541";"1777"
"Del Val, Álvaro";"Espagne / Pays Basque";"GK";"-";"0";"0";"0";"0";"04.08.1995";"-";"67198771";"-1"
"Kempf, Karl";"Allemagne";"D C";"VfB Stuttgart";"0";"0";"650";"10620";"14.01.2007";"30.06.2026";"2000332524";"960"
"Veronese, Filippo";"Italie";"AM/F C";"Mantova";"0";"0";"220";"66160";"04.06.2008";"30.06.2027";"2000402253";"700198"
"Asmussen, Ank";"Danemark";"AM RC";"GhiviBorgo";"0";"0";"360";"38890";"30.12.2005";"30.06.2028";"2000220814";"43124331"
"Mohammed, Teymour";"Tunisie";"AM R";"Montpellier";"0";"0";"100";"161400";"23.09.2006";"30.06.2026";"2000488026";"859"
"Lachevre, Téo";"France";"AM R";"Amiens SC";"0";"0";"100";"96390";"09.04.2007";"30.06.2026";"2000404815";"831"
"Davoine-Coupry, Eliot";"France";"AM L, ST";"Angers SCO";"0";"0";"70";"366510";"11.06.2009";"30.06.2028";"2000513870";"875"
"Touré, Mohamed Force";"Italie";"D/WB L";"Genoa";"0";"0";"260";"57140";"23.06.2009";"30.06.2028";"2000506639";"1132"
"Vauché, Erwan";"France";"GK";"FCSR Haguenau";"0";"0";"230";"13200";"27.07.2001";"30.06.2026";"2000414956";"2017"
"Begolli, Leo";"Albanie";"AM C";"Reggiana";"0";"0";"220";"174430";"15.02.2008";"30.06.2027";"2000402283";"1164"
"Vella, Tancredi";"Italie";"ST";"Catanzaro";"0";"0";"220";"556380";"02.01.2008";"30.06.2027";"2000441357";"1119"
"Frisoni, Riccardo";"Italie";"AM C";"Cesena FC";"0";"0";"220";"120300";"23.01.2008";"30.06.2027";"2000374371";"1120"
"Remillier-Longueville, Samuel";"France";"D LC";"-";"0";"0";"0";"0";"28.07.2006";"-";"2000289724";"-1"
"Ceschini, Nicolò";"Italie";"D R";"Südtirol";"0";"0";"220";"60150";"04.09.2007";"30.06.2027";"2000465293";"829172"
"Lentin, Kyliane";"France";"ST";"SM Caen";"0";"0";"100";"96390";"21.04.2007";"30.06.2026";"2000327870";"877"
"Fernand, Nelwyn";"France / Guyane";"AM R";"Quevilly-Rouen";"0";"0";"100";"110470";"05.02.2007";"30.06.2026";"2000502741";"50034825"
"Frederick, Cameron";"Angleterre";"D C";"Oxford United";"0";"0";"520";"232200";"08.04.2008";"30.06.2027";"2000380085";"695"
"Maughan, Alfie";"Angleterre";"D RL";"West Brom";"0";"0";"520";"414120";"16.06.2008";"30.06.2027";"2000406771";"734"
"Larnou, Gabriel";"France / Belgique";"D/WB R";"Valenciennes";"0";"0";"80";"13320";"11.03.2008";"30.06.2027";"2000454233";"888"
"Lightfoot, Archie";"Angleterre";"D/WB RL";"Sunderland";"0";"0";"350";"60500";"24.06.2008";"30.06.2026";"2000364901";"722"
"Towler, Luke";"Angleterre";"D R, DM";"Norwich";"0";"0";"1040";"39670";"30.01.2007";"30.06.2028";"2000285912";"691"
"Badirou, Allan";"France";"ST";"Wasquehal Football";"0";"0";"380";"17200";"30.10.2005";"30.06.2026";"2000347208";"50068554"
"Bayou, Badr";"Maroc / Italie";"ST";"Vigasio";"0";"0";"220";"33380";"17.12.2006";"30.06.2026";"2000507851";"43092864"
"Lo Scalzo, Luca";"Italie";"AM C";"Parthenope";"0";"0";"510";"127820";"02.02.2007";"30.06.2027";"2000264016";"1150"
"Amghar, Hedi";"France / Tunisie";"ST";"-";"0";"0";"0";"0";"17.03.2005";"-";"2000122057";"-1"
"Thomas, Kaream";"Angleterre / États-Unis";"ST";"Wolves";"0";"0";"350";"44290";"08.12.2008";"30.06.2027";"2000491437";"740"
"Boccardelli, Tommaso";"Italie";"AM L";"Celesti";"0";"0";"260";"67670";"11.12.2007";"30.06.2027";"2000287156";"1140"
"Lulaj, Daniele";"Albanie / Italie";"AM C";"Celesti";"0";"0";"260";"477680";"18.04.2009";"30.06.2028";"2000518663";"1140"
"Rottensteiner, Benedikt";"Italie";"D C";"Bra";"0";"0";"310";"64960";"29.07.2005";"30.06.2027";"2000164348";"831114"
"Ayhuana, Anderson";"Bolivie";"D C";"Bolívar";"0";"0";"120";"131210";"30.01.2006";"31.12.2026";"2000253948";"309"
"Jacquot, Alexis";"France";"D RC";"FCSM";"0";"0";"80";"36090";"29.03.2008";"30.06.2027";"2000392295";"2009"
"Jourda, Alexandre";"France";"DM";"FC Borgo";"0";"0";"320";"16710";"15.07.2001";"30.06.2026";"49061950";"2000204920"
"Valenta, Tommaso";"Italie / Brésil";"AM R";"Casciavit";"0";"0";"260";"71800";"04.01.2008";"30.06.2027";"2000443856";"1099"
"Angibeaud, David";"Angleterre / France";"ST";"Crystal Palace";"0";"0";"350";"36370";"23.11.2007";"30.06.2026";"2000380875";"642"
"Cassagne, Romain";"France";"DM";"Dijon FCO";"0";"0";"230";"110470";"23.01.2007";"30.06.2026";"2000291675";"839"
"Collet, Jules";"France";"DM";"Valenciennes";"0";"0";"320";"181450";"21.06.2005";"30.06.2026";"2000172600";"888"
"Kouyo, Dan";"France / Côte d'Ivoire";"D LC";"Toulouse FC";"0";"0";"70";"420240";"14.08.2009";"30.06.2029";"2000489802";"886"
"Lalkovic, Milan";"Slovaquie";"AM RL";"Chorley";"0";"0";"410";"10860";"09.12.1992";"30.06.2026";"28027458";"635"
"Meaurio, Kike";"Espagne";"AM RL";"L'Entregu";"0";"0";"330";"14080";"26.08.2004";"30.06.2026";"2000378336";"67101277"
"Epagna, Stany";"Congo";"AM R, ST";"Olympique Saumur FC";"0";"0";"220";"17420";"07.06.1995";"30.06.2026";"2000051438";"3503463"
"Yoncourt, Jérôme";"France";"DM";"FC Chauray";"0";"0";"240";"30090";"14.09.1998";"30.06.2026";"50068126";"8438823"
"Thevenet, Timothé";"France";"M C";"FC Villefranche";"0";"0";"40";"21900";"06.12.2007";"30.06.2027";"2000512894";"2085"
"Cissé, Cheikhou";"France";"AM R";"Paris 13 Atlético";"0";"0";"0";"0";"19.05.1998";"-";"50082079";"2000020415"
"Appleton-Bennett, Kaylan";"Angleterre";"AM RL";"Bristol City";"0";"0";"350";"506510";"27.12.2008";"30.06.2027";"2000463780";"619"
"Güzel, Arian";"Allemagne / Turquie";"DM";"1. FC Köln";"0";"0";"60";"354380";"06.10.2008";"30.06.2027";"2000477944";"916"
"Andriantiana, Nomena";"Madagascar / France";"D C";"SC Toulon";"0";"0";"490";"34830";"06.02.2000";"30.06.2026";"49040510";"50046914"
"Rangel, Héctor";"Espagne";"D C";"Sevilla";"0";"0";"1190";"50520";"31.10.2006";"30.06.2027";"2000352113";"1759"
"Sikirica, Josip";"Croatie";"DM";"Istra 1961";"0";"0";"10";"57710";"12.09.2008";"30.06.2029";"2000502536";"662735"
"Kehayov, Atanas";"Bulgarie";"GK";"Cagliari";"0";"0";"260";"33280";"16.05.2007";"30.06.2026";"2000276100";"1114"
"Vicente, Borja";"Espagne";"AM C";"Langreo";"0";"0";"1540";"56240";"04.07.2004";"30.06.2027";"2000478162";"1767"
"Morán, Christian";"Espagne";"D C";"-";"0";"0";"0";"0";"03.01.2003";"-";"2000066207";"-1"
"Bailly, Ange";"France";"D C";"US Orléans";"0";"0";"180";"10980";"15.11.2003";"30.06.2026";"2000229137";"2075"
"Bateman, Briar";"Angleterre";"AM L, ST";"Birmingham";"0";"0";"580";"504950";"10.07.2007";"30.06.2026";"2000300038";"609"
"Senez, Axel";"France";"DM";"RC Lens";"0";"0";"650";"319590";"05.04.2009";"30.06.2026";"2000484386";"871"
"Monveneur, Baptiste";"France";"DM";"FC Villefranche";"0";"0";"50";"28570";"06.10.2006";"30.06.2026";"2000288932";"2085"
"Brunet, Dimitry";"France";"GK";"-";"0";"0";"0";"0";"04.06.2004";"-";"2000079292";"-1"
"Byrne, Reece";"Irlande";"GK";"West Ham";"0";"0";"1160";"46120";"20.11.2004";"30.06.2026";"2000216337";"735"
"Gemello, Andrea";"Italie";"AM L, ST";"Parma";"0";"0";"430";"29170";"01.04.2006";"30.06.2026";"2000186705";"1156"
"Pontani, Leonardo";"Italie";"M C";"-";"0";"0";"0";"0";"14.01.2007";"-";"2000335354";"-1"
"Bergamini, Mattia";"Italie";"DM";"Como";"0";"0";"260";"48720";"14.01.2008";"30.06.2027";"2000373739";"1123"
"Irigoyemborde, Mathieu";"France";"D/WB/M L";"Saint-Clément Montferrier";"0";"0";"0";"0";"11.02.1995";"-";"49053019";"50042191"
"Bécard, Pacôme";"France";"AM RL, ST";"US Orléans";"0";"0";"50";"25060";"24.08.2006";"30.06.2026";"2000314831";"2075"
"Pourcher, Esteban";"France / Albanie";"GK";"Laval MFC";"0";"0";"100";"77110";"31.07.2006";"30.06.2026";"2000185939";"2062"
"Florio, Enea";"Italie";"ST";"Catanzaro";"0";"0";"220";"51130";"07.12.2007";"30.06.2027";"2000410225";"1119"
"Ajayi, Noah";"Angleterre / Nigeria";"AM L, ST";"Man Utd";"0";"0";"350";"316220";"23.11.2008";"30.06.2027";"2000474178";"680"
"Mazwi, Menzi";"Zimbabwe / Pays de Galles / Angleterre";"D/WB L, DM, AM RC";"Queen of the South";"2";"0";"810";"628660";"18.04.2006";"30.06.2026";"2000205929";"1590"
"Harder, Ryan";"Allemagne / Philippines";"DM, AM C";"Wieseck";"0";"0";"0";"0";"08.04.2003";"-";"2000071965";"91156936"
"Malina, Louis";"Allemagne";"AM RL, ST";"VfV 06 Hildesheim";"0";"0";"760";"37220";"23.04.2002";"30.06.2027";"2000071900";"879459"
"Marsli, Adam";"France / Maroc";"D R";"-";"0";"0";"0";"0";"01.01.2005";"-";"2000306508";"-1"
"Avdic, Edin";"Allemagne";"D R";"-";"0";"0";"0";"0";"15.01.2007";"-";"2000332341";"-1"
"Akpakoun, Tom";"France / Bénin";"D C";"Troyes";"0";"0";"480";"180750";"22.04.2005";"30.06.2027";"2000094884";"1971"
"Saidykhan, Ibrahim";"Allemagne";"D C, DM";"TSG Hoffenheim";"0";"0";"650";"147360";"27.02.2008";"30.06.2027";"2000332335";"879226"
"Sergetier, Erwan";"France";"AM/F C";"CS Chaumontois";"0";"0";"0";"0";"23.02.1999";"-";"2000032125";"50087405"
"Toquet, Emilien";"France";"ST";"-";"0";"0";"0";"0";"28.03.1994";"-";"50062838";"-1"
"Gianfanti, Simone";"Italie";"GK";"Cesena FC";"0";"0";"220";"40220";"24.04.2007";"30.06.2026";"2000403064";"1120"
"Novati, Lorenzo";"Italie";"GK";"Cremonese";"0";"0";"260";"220540";"22.02.2008";"30.06.2027";"2000433897";"1125"
"Baku, William";"France";"DM";"US Lusitanos Saint-Maur";"0";"0";"210";"26740";"11.01.1999";"30.06.2026";"49037494";"2052"
"Courbez, Adam";"France";"D C, DM";"-";"0";"0";"0";"0";"08.02.2006";"-";"2000291577";"-1"
"James, Daniel";"Angleterre";"M C";"Middlesbrough";"0";"0";"1160";"72860";"11.12.2006";"30.06.2027";"2000305391";"685"
"de Lisle, Hugo";"Angleterre";"DM, AM C";"Leicester";"0";"0";"350";"756780";"16.06.2009";"30.06.2026";"2000468822";"673"
"Guerreiro, Dorian";"France";"D C";"-";"0";"0";"0";"0";"24.05.2004";"-";"2000006144";"-1"
"Lévy, Bradley";"France";"M C";"Olympique de Marseille";"0";"0";"90";"147360";"21.01.2008";"30.06.2027";"2000413420";"866"
